"","q_n","date","ISPREAD","EEFR","RET","SMB","HML","MOM","VXO","CSPREAD","TERM","TED","CISS","ADS","GDP_real"
"3841",127,2017-07-07,-0.00368213242048011,0.0378161841641011,0.00552542527603025,0.127600324308893,0.00951175950304475,-0.0880279124988793,0.378030869168187,0.257299381477293,-0.0211704186162365,0.211062512433675,0.250570394551063,0.162240891437168,0.735934057421952
"3842",127,2017-07-08,-0.00368213242048011,0.0387969251226847,0.00552542527603025,0.127600324308893,0.00951175950304475,-0.0880279124988793,0.378030869168187,0.257299381477293,-0.0211704186162365,0.211062512433675,0.250570394551063,0.159937652021784,0.735934057421952
"3843",127,2017-07-09,-0.00368213242048011,0.0387969495717984,0.00552542527603025,0.127600324308893,0.00951175950304475,-0.0880279124988793,0.378030869168187,0.257299381477293,-0.0211704186162365,0.211062512433675,0.250570394551063,0.196646586124095,0.735934057421952
"3844",127,2017-07-10,-0.00513276871568847,0.0387969491395251,0.0057702283476097,0.043595259268566,0.236064832237199,0.0174391719428132,0.355985705015858,0.257299381481479,-0.0211704184973625,0.208402177352299,0.249839904295746,0.19655312235352,0.735934057421952
"3845",127,2017-07-11,-0.00722536843891566,0.0387969560148245,0.0791726332798837,-0.368122280345806,0.785256720448296,0.362376502252955,0.405672372448436,0.266849198085499,-0.0191731785385899,0.212291591459361,0.239406773366839,0.196063176432349,0.735934057421952
"3846",127,2017-07-12,-0.00529485492049085,0.00527709571085952,0.117117119032819,-0.0795842347201187,-0.3846237948738,0.441491178828544,0.352115593613813,0.257299381482464,-0.0171752789625743,0.201379666475673,0.176898910402311,0.195594734188011,0.735934057421952
"3847",127,2017-07-13,-0.00449067836647836,0.0387969552923963,-0.0370556667581067,-0.103688303707977,-0.10824471135026,-0.185944365936458,0.461998748404248,0.257299381478545,-0.0205047463215757,0.217481302439185,0.19481720857096,0.194938189588668,0.735934057421952
"3848",127,2017-07-14,-0.00529663764469555,0.0387969556789772,0.284061156779397,-0.31571153610014,-0.352580875206103,-0.0824231170976601,0.439624866089877,0.266849198124485,-0.0218360161212997,0.222093146181152,0.204809692498685,0.194093858454561,0.735934057421952
"3849",127,2017-07-15,-0.00529663764469555,0.00079024100004861,0.284061156779397,-0.31571153610014,-0.352580875206103,-0.0824231170976601,0.439624866089877,0.266849198124485,-0.0218360161212997,0.222093146181152,0.204809692498685,0.193292992360561,0.735934057421952
"3850",127,2017-07-16,-0.00529663764469555,0.109884088166131,0.284061156779397,-0.31571153610014,-0.352580875206103,-0.0824231170976601,0.439624866089877,0.266849198124485,-0.0218360161212997,0.222093146181152,0.204809692498685,0.177385925390697,0.735934057421952
"3851",127,2017-07-17,-0.00497196015142046,0.0387969560319135,0.0603823100215452,-0.311646574476124,-0.243878202302131,-0.114462312087435,0.418507726424316,0.26684919812882,-0.0218360066770322,0.224860149717364,0.236585913332176,0.176455657840626,0.735934057421952
"3852",127,2017-07-18,-0.00400739416037386,0.0387969549735993,0.196141606844787,-0.10652098873713,-0.216729756066199,-0.0718533288869701,0.412189280425406,0.276398384357833,-0.0218360163672046,0.214729441533214,0.248006841059516,0.175734387282501,0.735934057421952
"3853",127,2017-07-19,-0.0020755622576142,0.0387969451620175,0.20488822348151,-0.229388199821329,-0.206073387868398,-0.0833290570821186,0.415040134202172,0.276398384354726,-0.0225015396443718,0.211969985485727,0.235657545538226,0.175571502612956,0.735934057421952
"3854",127,2017-07-20,0.00050557606400446,0.0387969542947712,-0.0425151170860637,-0.140007461508857,0.0269958159902058,0.227123321023479,0.427767820531318,0.247748951900883,-0.0198389997238433,0.211393177250748,0.241597026272294,0.17479888970828,0.735934057421952
"3855",127,2017-07-21,0.00066781271250362,0.0387969495504473,0.0344190512407954,0.100347864826381,-0.758261640331041,-0.00153591495204989,0.346322288935995,0.257299383798152,-0.0205047463921993,0.217115905427909,0.241625123311294,0.175217454519499,0.735934057421952
"3856",127,2017-07-22,0.00066781271250362,0.0387969281596069,0.0344190512407954,0.100347864826381,-0.758261640331041,-0.00153591495204989,0.346322288935995,0.257299383798152,-0.0205047463921993,0.217115905427909,0.241625123311294,0.175860924950688,0.735934057421952
"3857",127,2017-07-23,0.00066781271250362,-0.057079916178679,0.0344190512407954,0.100347864826381,-0.758261640331041,-0.00153591495204989,0.346322288935995,0.257299383798152,-0.0205047463921993,0.217115905427909,0.241625123311294,0.144475507052749,0.735934057421952
"3858",127,2017-07-24,-0.0175718284805685,0.134028847277039,0.00813169656333262,-0.00138338126498791,0.391346567930777,0.377890148067699,0.41212617763179,0.26684919766969,-0.0185072819850584,0.228949091802937,0.245445204541999,0.145882998097154,0.735934057421952
"3859",127,2017-07-25,-0.0177295308903965,0.0429457464936919,0.0408776560709592,-0.0218431583337951,0.0739700602969695,0.0794943006026689,0.417437908401988,0.247748934356225,-0.0125108676194874,0.222084387569645,0.245859438583746,0.147528316006086,0.735934057421952
"3860",127,2017-07-26,-0.0163826042682235,0.0638386130450294,0.0582323505755459,-0.0497276904002939,0.681928711463197,0.101094217603312,0.42673657975994,0.247748934365938,-0.0118442260345324,0.226552936474629,0.24700830091921,0.148029575347948,0.735934057421952
"3861",127,2017-07-27,-0.0185216340970007,0.0378161849897938,0.0228848303264611,0.29210673586574,0.725076713369577,0.099497596295228,0.406859014728907,0.257299381495379,-0.015842954768653,0.22592681404329,0.2459039037761,0.148918345022527,0.735934057421952
"3862",127,2017-07-28,-0.0148101872449494,0.0378161851910145,0.0186584696308787,-0.205563395449859,0.318766665054437,-0.195436809920524,0.467058321987694,0.266849198132595,-0.0171752539857546,0.232498671523165,0.24311276303934,0.149569595938494,0.735934057421952
"3863",127,2017-07-29,-0.0148101872449494,0.00933505539588675,0.0186584696308787,-0.205563395449859,0.318766665054437,-0.195436809920524,0.467058321987694,0.266849198132595,-0.0171752539857546,0.232498671523165,0.24311276303934,0.149991447346742,0.735934057421952
"3864",127,2017-07-30,-0.0148101872449494,0.01659091827679,0.0186584696308787,-0.205563395449859,0.318766665054437,-0.195436809920524,0.467058321987694,0.266849198132595,-0.0171752539857546,0.232498671523165,0.24311276303934,0.12158165505645,0.735934057421952
"3865",127,2017-07-31,-0.0129536254930107,0.0590335076226585,0.0295231617803639,-0.459190503013231,0.809268364168993,-0.0655760558327043,0.466542984916637,0.266849198129098,-0.0198389997063846,0.235263521894908,0.24383817138321,0.12199215588606,0.735934057421952
"3866",127,2017-08-01,-0.0172422798827976,0.0378161920210563,0.0726910269895356,0.183656709616292,-0.54155514430695,0.0069662976982383,0.467354287218714,0.276398384355343,-0.0198389995927102,0.238058008326922,0.242278884828345,0.122723065657871,0.735934057421952
"3867",127,2017-08-02,-0.0133466771662184,0.0378162125473441,-0.0303861715660205,-0.412980740749026,-0.00355279770023249,0.100122140517642,0.425990283196659,0.247748934363176,-0.0218360162811149,0.228730691020481,0.239738931352125,0.12336548998214,0.735934057421952
"3868",127,2017-08-03,-0.0190921659843894,0.0378161850183582,0.10453524138003,-0.268332428728059,0.0850365443400407,0.115407407694738,0.431483068483905,0.266849197958063,-0.0211704152809994,0.23102574834758,0.241792324312416,0.123549593847088,0.735934057421952
"3869",127,2017-08-04,-0.014486531296581,0.0378178840588991,0.12559999879034,0.15482306099323,-0.644551807052484,-0.0243749611463624,0.423775235515986,0.276398383347658,-0.0191731747725309,0.23081437827837,0.236629266077576,0.123618593114025,0.735934057421952
