"","q_n","date","ISPREAD","EEFR","RET","SMB","HML","MOM","VXO","CSPREAD","TERM","TED","CISS","ADS","GDP_real"
"1866",105,2012-02-09,0.0935328106243229,0.109150696912532,-0.102361471747949,-0.0772201292538784,-0.420075560611624,0.0538851882502551,-0.206346220273196,-0.222367814073424,0.0541177302672909,0.188015910947656,-0.423793907338245,0.42582486541493,0.545089982252685
"1867",105,2012-02-10,0.0439917943299735,0.109150696912532,-0.233121473668442,-0.0559494836842464,0.0563825376798918,0.234599304323533,-0.369536596059402,-0.216078444681376,0.0461836542557673,0.183767595722292,-0.396179600103509,0.424264556603185,0.545089982252685
"1868",105,2012-02-11,0.0439917943299735,0.104138602362912,-0.233121473668442,-0.0559494836842464,0.0563825376798918,0.234599304323533,-0.369536596059402,-0.216078444681376,0.0461836542557673,0.183767595722292,-0.396179600103509,0.423121725336371,0.545089982252685
"1869",105,2012-02-12,0.0439917943299735,0.115051709952907,-0.233121473668442,-0.0559494836842464,0.0563825376798918,0.234599304323533,-0.369536596059402,-0.216078444681376,0.0461836542557673,0.183767595722292,-0.396179600103509,0.415750202447953,0.545089982252685
"1870",105,2012-02-13,0.0447386770432705,0.105861550741158,0.176889456365061,0.0183511317540128,-0.0667907496543551,-0.116455488796885,-0.353085337004142,-0.222362994467874,0.0399274222548398,0.18199323493372,-0.414280324798248,0.414100663545586,0.545089982252685
"1871",105,2012-02-14,0.038653765522434,0.112989437604958,-0.22457784137027,0.294251271666115,-0.0398921604348766,-0.0647628503506167,-0.226331044275382,-0.247514519638486,0.038650467985757,0.180149364224591,-0.407808716508044,0.411962522833643,0.545089982252685
"1872",105,2012-02-15,0.0409459860586938,0.113078156662461,0.192286655971152,0.299117230024846,0.102113865943049,-0.248833834885138,-0.242462865358434,-0.24122796582814,0.0411638914353781,0.176971861171551,-0.404602105950601,0.409334985014449,0.545089982252685
"1873",105,2012-02-16,0.0416645793756629,0.110522893085357,-0.379699629056733,-0.269549319330204,0.0853330130291911,0.314161899540051,-0.211137585569401,-0.253799022024443,0.0377305714158152,0.173162973044108,-0.388339254673538,0.406218048316047,0.545089982252685
"1874",105,2012-02-17,0.043935995033446,0.10501245746266,0.495250877686131,-0.239176809530172,-0.0189846645349568,0.326947224125774,-0.133558990016978,-0.253799022024443,0.0207236747252193,0.169545159792856,-0.391153450939291,0.402611315747898,0.545089982252685
"1875",105,2012-02-18,0.043935995033446,0.11828028572903,0.495250877686131,-0.239176809530172,-0.0189846645349568,0.326947224125774,-0.133558990016978,-0.253799022024443,0.0207236747252193,0.169545159792856,-0.391153450939291,0.398513996341134,0.545089982252685
"1876",105,2012-02-19,0.043935995033446,0.100776626782342,0.495250877686131,-0.239176809530172,-0.0189846645349568,0.326947224125774,-0.133558990016978,-0.253799022024443,0.0207236747252193,0.169545159792856,-0.391153450939291,0.38657368522375,0.545089982252685
"1877",105,2012-02-20,0.043935995033446,0.109150696912532,0.240122495782519,-0.230604560387051,-0.133330299276528,0.185555710199863,-0.100066576610348,-0.253802590753111,0.0139456333760131,0.169364681539299,-0.37701263589548,0.383085609101373,0.545089982252685
"1878",105,2012-02-21,0.0446799761367415,0.11465836523085,0.267938478463098,-0.365038289334824,0.354176698755907,0.466426591652013,-0.105432737013159,-0.241228381866412,0.0156009368040589,0.169254021527683,-0.347267096159881,0.38013103574094,0.545089982252685
"1879",105,2012-02-22,0.03625080223505,0.118061700939023,-0.107690602970376,-0.134415698835446,-0.162715781222246,0.367212543545608,-0.113043711631236,-0.247514519638486,0.0245836952437046,0.164524013385143,-0.323455137378614,0.351952465277497,0.545089982252685
"1880",105,2012-02-23,0.0408744049296258,0.109150696912532,-0.26448041444195,0.196324580667065,0.263609211484694,0.301223252604968,-0.123703366930041,-0.24122796582814,0.0326446392839005,0.160725061680252,-0.331813380738099,0.375820134152875,0.545089982252685
"1881",105,2012-02-24,0.0347500813415041,0.109494997649572,-0.448063700862689,-0.0898176613733131,-0.0764350465490107,-0.0814279363652394,-0.151819264805776,-0.234942611755657,0.0358284252247477,0.160614394158953,-0.336759657781044,0.35549145019536,0.545089982252685
"1882",105,2012-02-25,0.0347500813415041,0.109494997649572,-0.448063700862689,-0.0898176613733131,-0.0764350465490107,-0.0814279363652394,-0.151819264805776,-0.234942611755657,0.0358284252247477,0.160614394158953,-0.336759657781044,0.373639152581025,0.545089982252685
"1883",105,2012-02-26,0.0347500813415041,0.105296482041631,-0.448063700862689,-0.0898176613733131,-0.0764350465490107,-0.0814279363652394,-0.151819264805776,-0.234942611755657,0.0358284252247477,0.160614394158953,-0.336759657781044,0.323854104155156,0.545089982252685
"1884",105,2012-02-27,0.0317381990854469,0.118906566645134,-0.0170554973056914,-0.0665232924399324,0.34195711727028,-0.513702191978881,-0.159446164750447,-0.228658171250795,0.0407721983939634,0.157658592962561,-0.316114913495613,0.341199472810213,0.545089982252685
"1885",105,2012-02-28,0.0340239713169802,0.0999845426623057,-0.183878509382875,0.564528572725221,0.0948936688600507,-0.0614411291155638,-0.12097158801404,-0.222371941996584,0.0358284252247477,0.155703512248682,-0.327431721416103,0.340091718520855,0.545089982252685
"1886",105,2012-02-29,0.0347586102084135,0.0964247571579138,0.235249855044599,-0.133267243828166,-0.0262355639579158,-0.0306124017670092,-0.111226277022324,-0.234941386007263,0.0285981068118575,0.152636873168791,-0.303062699416874,0.339210313806686,0.545089982252685
"1887",105,2012-03-01,0.0400987773124557,0.109150696912532,-0.162956699696402,-0.0613684524915287,-0.0302357325878785,0.173967432858465,-0.190317780197907,-0.216071919928246,0.0237553015346334,0.147244805844479,-0.311978846570925,0.338555144652419,0.545089982252685
"1888",105,2012-03-02,0.0355262408334647,0.108813128476279,-0.0188669802676517,-0.188863495491051,0.302793300362134,0.428931102172163,-0.0096632853673311,-0.22864442781055,0.0179262183551106,0.145762648105189,-0.31757398513098,0.338126132977883,0.545089982252685
"1889",105,2012-03-03,0.0355262408334647,0.106979233267832,-0.0188669802676517,-0.188863495491051,0.302793300362134,0.428931102172163,-0.0096632853673311,-0.22864442781055,0.0179262183551106,0.145762648105189,-0.31757398513098,0.32814320642584,0.545089982252685
"1890",105,2012-03-04,0.0355262408334647,0.108300093628451,-0.0188669802676517,-0.188863495491051,0.302793300362134,0.428931102172163,-0.0096632853673311,-0.22864442781055,0.0179262183551106,0.145762648105189,-0.31757398513098,0.364980333475549,0.545089982252685
"1891",105,2012-03-05,0.0362855075954993,0.0925077334497298,0.352046517056438,-0.401123218981776,-0.014228430933986,0.058352327171829,0.0775304866483359,-0.234939323079948,0.0148660952258452,0.140189819091266,-0.301668984537737,0.365634211036408,0.545089982252685
"1892",105,2012-03-06,0.0899326899690034,0.11152952334155,0.866398795366013,-0.0720372648859077,-0.0133508456403913,0.297044353503014,0.113964851457654,-0.24122217681896,0.0174404143532064,0.138234672518834,-0.282544879870771,0.38267673226312,0.545089982252685
"1893",105,2012-03-07,0.0874777437452941,0.118884293983776,0.455133201553634,0.306653661887855,0.290883750111503,-0.130054965710876,0.116148773519587,-0.2412182846856,0.0215798865568865,0.138234672518834,-0.28679688133749,0.383003441908758,0.545089982252685
"1894",105,2012-03-08,0.0857081836640089,0.10501245746266,0.11033367542473,-0.0507978808446627,0.090908257398162,0.0567584872987736,0.134040425773682,-0.2412182846856,0.0222864619616606,0.138896886477055,-0.296478429611164,0.382993419114669,0.545089982252685
"1895",105,2012-03-09,0.0871093052261065,0.109494997649572,-0.174713214480237,-0.0658266670424516,0.374164101248552,-0.00604765322158199,0.169547085992184,-0.433446098735589,0.0214890024731583,0.135648656617421,-0.298651679273114,0.382646664999097,0.545089982252685
"1896",105,2012-03-10,0.0871093052261065,0.116282410721514,-0.174713214480237,-0.0658266670424516,0.374164101248552,-0.00604765322158199,0.169547085992184,-0.433446098735589,0.0214890024731583,0.135648656617421,-0.298651679273114,0.381962410341833,0.545089982252685
"1897",105,2012-03-11,0.0871093052261065,0.109150696912532,-0.174713214480237,-0.0658266670424516,0.374164101248552,-0.00604765322158199,0.169547085992184,-0.433446098735589,0.0214890024731583,0.135648656617421,-0.298651679273114,0.325073174506345,0.545089982252685
"1898",105,2012-03-12,0.105902540477014,0.105326521697497,-0.396553186163427,-0.184331805658287,-0.175674936946466,0.211580330214501,0.151222703617385,-0.421414771704057,0.13735490112918,0.133212733551071,-0.295926051916406,0.321762007563237,0.545089982252685
"1899",105,2012-03-13,0.102294353436249,0.101898983650684,-0.574607705232242,-0.280078928867097,-0.00901870205977797,0.117173470267523,0.0881505696271442,-0.323104465204982,0.062911997453502,0.134797969947811,-0.276034613973222,0.318439406775328,0.545089982252685
"1900",105,2012-03-14,0.10354439303605,0.1116447581621,-0.34519808299455,-0.10247344893176,-0.0151292860988508,0.0687305211350264,0.112516330455302,-0.258139700813514,0.0675289232758157,0.130256759963325,-0.23486831331885,0.315104832977513,0.545089982252685
"1901",105,2012-03-15,0.105734566726128,0.109150696912532,0.220038413362719,0.199976321629521,0.0482361427821442,0.296499466786129,0.0898811848359026,-0.258585180455253,0.0702500649424414,0.131549869306728,-0.258637645693561,0.311757828963066,0.545089982252685
"1902",105,2012-03-16,0.106277931001571,0.121158259749028,0.524085074858495,0.0412965790752035,0.298739300649551,0.430461269333428,0.109879062941611,-0.281400153714552,0.0676455008257064,0.133323490859922,-0.24499713873847,0.308397900671986,0.545089982252685
"1903",105,2012-03-17,0.106277931001571,0.102757411935323,0.524085074858495,0.0412965790752035,0.298739300649551,0.430461269333428,0.109879062941611,-0.281400153714552,0.0676455008257064,0.133323490859922,-0.24499713873847,0.305024526004693,0.545089982252685
"1904",105,2012-03-18,0.106277931001571,0.109494997649572,0.524085074858495,0.0412965790752035,0.298739300649551,0.430461269333428,0.109879062941611,-0.281400153714552,0.0676455008257064,0.133323490859922,-0.24499713873847,0.270208901036585,0.545089982252685
"1905",105,2012-03-19,0.113070301350663,0.103337528273718,-0.196754755520869,-0.490579033721034,-0.211893711497369,0.382409661058229,0.0653204134027336,-0.261392968439297,0.0743107305343284,0.133030926978345,-0.221496803546541,0.285897158489239,0.545089982252685
"1906",105,2012-03-20,0.118919904891307,0.107678661632412,0.140652753013237,-0.109498291295204,0.0170960282845453,-0.0571000107734357,-0.0113932879071757,-0.296306451297855,0.0867027200608403,0.129782188671657,-0.204936516064886,0.283704310117933,0.545089982252685
"1907",105,2012-03-21,0.121656587079638,0.101907102718366,0.38220321374359,-0.190289958965162,0.0113013498442457,0.0223919981383255,-0.0764198584500479,-0.295270766985523,0.0895343124223376,0.126533154903074,-0.197335904263827,0.281644149997863,0.545089982252685
"1908",105,2012-03-22,0.121445803025083,0.109150696912532,0.188935517188324,-0.15482156306036,0.284991256269323,-0.162282760464454,-0.0625245008922745,-0.332395241452701,0.0805959494566677,0.125239741556543,-0.18272641020056,0.279716385283118,0.545089982252685
"1909",105,2012-03-23,0.120562729637104,0.121445158738593,0.101278780576929,-0.235717311431951,-0.376296907240416,-0.0890023999940735,-0.0130111114542203,-0.325170630862872,0.0871496606587311,0.125239741556543,-0.162829945633327,0.277920744355028,0.545089982252685
"1910",105,2012-03-24,0.120562729637104,0.120324949851315,0.101278780576929,-0.235717311431951,-0.376296907240416,-0.0890023999940735,-0.0130111114542203,-0.325170630862872,0.0871496606587311,0.125239741556543,-0.162829945633327,0.276240291077675,0.545089982252685
"1911",105,2012-03-25,0.120562729637104,0.103950571567157,0.101278780576929,-0.235717311431951,-0.376296907240416,-0.0890023999940735,-0.0130111114542203,-0.325170630862872,0.0871496606587311,0.125239741556543,-0.162829945633327,0.209280094232752,0.545089982252685
"1912",105,2012-03-26,0.119037081956627,0.10698527449375,0.168633995390326,0.532333998414799,0.32833727086412,0.422840194400553,0.0283116262422904,-0.332536944624094,0.0899070882794159,0.125239741556543,-0.149570587131824,0.260300328863184,0.545089982252685
"1913",105,2012-03-27,0.110563495356972,0.120039321636269,-0.0652258807384483,-0.281330166639415,-0.64996516852571,0.0391352387403367,0.116313443749611,-0.332677026841598,0.0907450041161789,0.123466289291677,-0.123177544805003,0.209785006224544,0.545089982252685
"1914",105,2012-03-28,0.109925897975632,0.114734473113108,0.223552645855081,0.206489116796778,0.00764087719255147,0.163461478116183,0.0721343707967135,-0.368952903840287,0.093496212735713,0.123577002248944,-0.100767580551742,0.210749022927251,0.545089982252685
"1915",105,2012-03-29,0.106480822502295,0.110522893085357,-0.326984012020665,0.383689419108126,-0.273446147837695,0.0491749352456804,0.0403338376370027,-0.354356602147016,0.0906663151408541,0.123283849188339,-0.0672033571534643,0.212074524406306,0.545089982252685
"1916",105,2012-03-30,0.104882307085854,0.109150696912532,-0.419029623760272,-0.440186965591494,-0.0704821406722175,-0.0215822278825245,0.0498612952574802,-0.347130039713829,0.0897447016932791,0.12683007493566,-0.0423244395535229,0.263711280613364,0.545089982252685
